snapshot_ts_ms,stage,symbol,side,strategy,signal_id,pending_id,setup_id,outcome,image_path,context_interval,entry_interval,breakout_level,entry_ref,stop,tp1,tp2,note,image_available
1774410390548,pending,ZROUSDT,SHORT,short_exhaustion_retest,,ZROUSDT-SHORT-EXH-1774409400000,ZROUSDT-SHORT-EXH-1774409400000,,/root/binance_bot_signals/review_snapshots/20260325/ZROUSDT_SHORT_short_exhaustion_retest_pending_1774409400000.png,1h,15m,2.205,,,,,1h exhaustion 27/35 + 15m breakdown 27/30 -> retest fail pending,
1774410401301,pending,XMRUSDT,SHORT,short_exhaustion_retest,,XMRUSDT-SHORT-EXH-1774409400000,XMRUSDT-SHORT-EXH-1774409400000,,/root/binance_bot_signals/review_snapshots/20260325/XMRUSDT_SHORT_short_exhaustion_retest_pending_1774409400000.png,1h,15m,338.07,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1774411187556,pending,JTOUSDT,LONG,long_breakout_retest,,JTOUSDT-LONG-1774410600000,JTOUSDT-LONG-1774410600000,,/root/binance_bot_signals/review_snapshots/20260325/JTOUSDT_LONG_long_breakout_retest_pending_1774410600000.png,1h,5m,0.3532,,,,,OI jump 2.82% + breakout pending + 15m up + 1h flat,
1774411335453,confirmed,XMRUSDT,SHORT,short_exhaustion_retest,XMRUSDT-SHORT-1774409400000-1,,XMRUSDT-SHORT-1774409400000-1,,/root/binance_bot_signals/review_snapshots/20260325/XMRUSDT_SHORT_short_exhaustion_retest_confirmed_1774409400000.png,1h,15m,338.07,336.94,347.0482,326.8318,316.7236,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774411984019,pending,CUSDT,LONG,long_breakout_retest,,CUSDT-LONG-1774411500000,CUSDT-LONG-1774411500000,,/root/binance_bot_signals/review_snapshots/20260325/CUSDT_LONG_long_breakout_retest_pending_1774411500000.png,1h,5m,0.06251,,,,,OI jump 2.09% + breakout pending + 15m flat + 1h flat,
1774414048250,closed,TONUSDT,SHORT,short_exhaustion_retest,TONUSDT-SHORT-1774380600000-1,,TONUSDT-SHORT-1774380600000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/TONUSDT_SHORT_short_exhaustion_retest_closed_1774380600000.png,1h,15m,1.3176,1.3151,1.354553,1.275647,1.236194,EXPIRED | r=-0.52 | max bars reached,
1774415820880,pending,FETUSDT,SHORT,short_exhaustion_retest,,FETUSDT-SHORT-EXH-1774414800000,FETUSDT-SHORT-EXH-1774414800000,,/root/binance_bot_signals/review_snapshots/20260325/FETUSDT_SHORT_short_exhaustion_retest_pending_1774414800000.png,1h,15m,0.2476,,,,,1h exhaustion 35/35 + 15m breakdown 30/30 -> retest fail pending,
1774415833138,pending,KITEUSDT,SHORT,short_exhaustion_retest,,KITEUSDT-SHORT-EXH-1774414800000,KITEUSDT-SHORT-EXH-1774414800000,,/root/binance_bot_signals/review_snapshots/20260325/KITEUSDT_SHORT_short_exhaustion_retest_pending_1774414800000.png,1h,15m,0.22906,,,,,1h exhaustion 23/35 + 15m breakdown 27/30 -> retest fail pending,
1774416136285,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774415700000,SIRENUSDT-LONG-1774415700000,,/root/binance_bot_signals/review_snapshots/20260325/SIRENUSDT_LONG_long_breakout_retest_pending_1774415700000.png,1h,5m,1.872,,,,,OI jump 3.44% + breakout pending + 15m flat + 1h up,
1774417429921,pending,JCTUSDT,LONG,long_breakout_retest,,JCTUSDT-LONG-1774416900000,JCTUSDT-LONG-1774416900000,,/root/binance_bot_signals/review_snapshots/20260325/JCTUSDT_LONG_long_breakout_retest_pending_1774416900000.png,1h,5m,0.003004,,,,,OI jump 8.02% + breakout pending + 15m flat + 1h flat,
1774417610788,pending,DASHUSDT,SHORT,short_exhaustion_retest,,DASHUSDT-SHORT-EXH-1774416600000,DASHUSDT-SHORT-EXH-1774416600000,,/root/binance_bot_signals/review_snapshots/20260325/DASHUSDT_SHORT_short_exhaustion_retest_pending_1774416600000.png,1h,15m,34.41,,,,,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail pending,
1774418537434,confirmed,DASHUSDT,SHORT,short_exhaustion_retest,DASHUSDT-SHORT-1774416600000-1,,DASHUSDT-SHORT-1774416600000-1,,/root/binance_bot_signals/review_snapshots/20260325/DASHUSDT_SHORT_short_exhaustion_retest_confirmed_1774416600000.png,1h,15m,34.41,34.33,35.359899999999996,33.3001,32.2702,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
1774418552704,pending,LIGHTUSDT,LONG,long_breakout_retest,,LIGHTUSDT-LONG-1774418100000,LIGHTUSDT-LONG-1774418100000,,/root/binance_bot_signals/review_snapshots/20260325/LIGHTUSDT_LONG_long_breakout_retest_pending_1774418100000.png,1h,5m,0.2129,,,,,OI jump 2.39% + breakout pending + 15m flat + 1h flat,
1774419344161,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774419000000,SIRENUSDT-LONG-1774419000000,,/root/binance_bot_signals/review_snapshots/20260325/SIRENUSDT_LONG_long_breakout_retest_pending_1774419000000.png,1h,5m,2.02109,,,,,OI jump 2.73% + breakout pending + 15m up + 1h up,
1774419350180,pending,DOTUSDT,SHORT,short_exhaustion_retest,,DOTUSDT-SHORT-EXH-1774418400000,DOTUSDT-SHORT-EXH-1774418400000,,/root/binance_bot_signals/review_snapshots/20260325/DOTUSDT_SHORT_short_exhaustion_retest_pending_1774418400000.png,1h,15m,1.386,,,,,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail pending,
1774419356139,pending,NEARUSDT,SHORT,short_exhaustion_retest,,NEARUSDT-SHORT-EXH-1774418400000,NEARUSDT-SHORT-EXH-1774418400000,,/root/binance_bot_signals/review_snapshots/20260325/NEARUSDT_SHORT_short_exhaustion_retest_pending_1774418400000.png,1h,15m,1.281,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1774419373642,pending,OPUSDT,SHORT,short_exhaustion_retest,,OPUSDT-SHORT-EXH-1774418400000,OPUSDT-SHORT-EXH-1774418400000,,/root/binance_bot_signals/review_snapshots/20260325/OPUSDT_SHORT_short_exhaustion_retest_pending_1774418400000.png,1h,15m,0.1132,,,,,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail pending,
1774420301479,closed,TRXUSDT,SHORT,short_exhaustion_retest,TRXUSDT-SHORT-1774386900000-1,,TRXUSDT-SHORT-1774386900000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/TRXUSDT_SHORT_short_exhaustion_retest_closed_1774386900000.png,1h,15m,0.30825,0.3074,0.316622,0.298178,0.288956,EXPIRED | r=-0.03 | max bars reached,
1774420642802,pending,JTOUSDT,LONG,long_breakout_retest,,JTOUSDT-LONG-1774420200000,JTOUSDT-LONG-1774420200000,,/root/binance_bot_signals/review_snapshots/20260325/JTOUSDT_LONG_long_breakout_retest_pending_1774420200000.png,1h,5m,0.3694,,,,,OI jump 2.26% + breakout pending + 15m flat + 1h flat,
1774420983816,pending,MONUSDT,LONG,long_breakout_retest,,MONUSDT-LONG-1774420500000,MONUSDT-LONG-1774420500000,,/root/binance_bot_signals/review_snapshots/20260325/MONUSDT_LONG_long_breakout_retest_pending_1774420500000.png,1h,5m,0.02398,,,,,OI jump 2.48% + breakout pending + 15m up + 1h flat,
1774421108635,confirmed,OPUSDT,SHORT,short_exhaustion_retest,OPUSDT-SHORT-1774418400000-2,,OPUSDT-SHORT-1774418400000-2,,/root/binance_bot_signals/review_snapshots/20260325/OPUSDT_SHORT_short_exhaustion_retest_confirmed_1774418400000.png,1h,15m,0.1132,0.1131,0.11649300000000001,0.109707,0.10631399999999999,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
1774422072692,confirmed,NEARUSDT,SHORT,short_exhaustion_retest,NEARUSDT-SHORT-1774418400000-3,,NEARUSDT-SHORT-1774418400000-3,,/root/binance_bot_signals/review_snapshots/20260325/NEARUSDT_SHORT_short_exhaustion_retest_confirmed_1774418400000.png,1h,15m,1.281,1.276,1.3142800000000001,1.23772,1.1994399999999998,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774423041939,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774422600000,SIRENUSDT-LONG-1774422600000,,/root/binance_bot_signals/review_snapshots/20260325/SIRENUSDT_LONG_long_breakout_retest_pending_1774422600000.png,1h,5m,2.1783,,,,,OI jump 5.37% + breakout pending + 15m flat + 1h up,
1774423222113,pending,JCTUSDT,LONG,long_breakout_retest,,JCTUSDT-LONG-1774422900000,JCTUSDT-LONG-1774422900000,,/root/binance_bot_signals/review_snapshots/20260325/JCTUSDT_LONG_long_breakout_retest_pending_1774422900000.png,1h,5m,0.003134,,,,,OI jump 5.84% + breakout pending + 15m up + 1h flat,
1774423241788,pending,BASUSDT,LONG,long_breakout_retest,,BASUSDT-LONG-1774422900000,BASUSDT-LONG-1774422900000,,/root/binance_bot_signals/review_snapshots/20260325/BASUSDT_LONG_long_breakout_retest_pending_1774422900000.png,1h,5m,0.0121,,,,,OI jump 2.57% + breakout pending + 15m up + 1h flat,
1774424523119,pending,MONUSDT,LONG,long_breakout_retest,,MONUSDT-LONG-1774424100000,MONUSDT-LONG-1774424100000,,/root/binance_bot_signals/review_snapshots/20260325/MONUSDT_LONG_long_breakout_retest_pending_1774424100000.png,1h,5m,0.02488,,,,,OI jump 5.14% + breakout pending + 15m flat + 1h flat,
1774425937080,pending,ONTUSDT,LONG,long_breakout_retest,,ONTUSDT-LONG-1774425600000,ONTUSDT-LONG-1774425600000,,/root/binance_bot_signals/review_snapshots/20260325/ONTUSDT_LONG_long_breakout_retest_pending_1774425600000.png,1h,5m,0.0652,,,,,OI jump 3.71% + breakout pending + 15m flat + 1h flat,
1774427088579,pending,TRIAUSDT,LONG,long_breakout_retest,,TRIAUSDT-LONG-1774426500000,TRIAUSDT-LONG-1774426500000,,/root/binance_bot_signals/review_snapshots/20260325/TRIAUSDT_LONG_long_breakout_retest_pending_1774426500000.png,1h,5m,0.03431,,,,,OI jump 2.09% + breakout pending + 15m up + 1h flat,
1774427573536,pending,VVVUSDT,LONG,long_breakout_retest,,VVVUSDT-LONG-1774427100000,VVVUSDT-LONG-1774427100000,,/root/binance_bot_signals/review_snapshots/20260325/VVVUSDT_LONG_long_breakout_retest_pending_1774427100000.png,1h,5m,6.665,,,,,OI jump 2.13% + breakout pending + 15m up + 1h flat,
1774428384762,pending,BATUSDT,LONG,long_breakout_retest,,BATUSDT-LONG-1774428000000,BATUSDT-LONG-1774428000000,,/root/binance_bot_signals/review_snapshots/20260325/BATUSDT_LONG_long_breakout_retest_pending_1774428000000.png,1h,5m,0.1106,,,,,OI jump 2.59% + breakout pending + 15m up + 1h up,
1774429325052,pending,ARIAUSDT,SHORT,short_exhaustion_retest,,ARIAUSDT-SHORT-EXH-1774428300000,ARIAUSDT-SHORT-EXH-1774428300000,,/root/binance_bot_signals/review_snapshots/20260325/ARIAUSDT_SHORT_short_exhaustion_retest_pending_1774428300000.png,1h,15m,0.28838,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1774429476946,pending,BRUSDT,LONG,long_breakout_retest,,BRUSDT-LONG-1774428900000,BRUSDT-LONG-1774428900000,,/root/binance_bot_signals/review_snapshots/20260325/BRUSDT_LONG_long_breakout_retest_pending_1774428900000.png,1h,5m,0.16957,,,,,OI jump 3.92% + breakout pending + 15m up + 1h up,
1774429818015,pending,JCTUSDT,LONG,long_breakout_retest,,JCTUSDT-LONG-1774429500000,JCTUSDT-LONG-1774429500000,,/root/binance_bot_signals/review_snapshots/20260325/JCTUSDT_LONG_long_breakout_retest_pending_1774429500000.png,1h,5m,0.003327,,,,,OI jump 2.91% + breakout pending + 15m up + 1h up,
1774429964819,pending,CUSDT,LONG,long_breakout_retest,,CUSDT-LONG-1774429500000,CUSDT-LONG-1774429500000,,/root/binance_bot_signals/review_snapshots/20260325/CUSDT_LONG_long_breakout_retest_pending_1774429500000.png,1h,5m,0.0625,,,,,OI jump 2.55% + breakout pending + 15m flat + 1h flat,
1774431078971,closed,NIGHTUSDT,SHORT,short_exhaustion_retest,NIGHTUSDT-SHORT-1774403100000-2,,NIGHTUSDT-SHORT-1774403100000-2,WIN_TP1,/root/binance_bot_signals/review_snapshots/20260325/NIGHTUSDT_SHORT_short_exhaustion_retest_closed_1774403100000.png,1h,15m,0.04734,0.04701,0.048420300000000006,0.0455997,0.0441894,WIN_TP1 | r=1.00 | tp1 hit,
1774435259361,pending,CUSDT,LONG,long_breakout_retest,,CUSDT-LONG-1774434900000,CUSDT-LONG-1774434900000,,/root/binance_bot_signals/review_snapshots/20260325/CUSDT_LONG_long_breakout_retest_pending_1774434900000.png,1h,5m,0.06372,,,,,OI jump 2.65% + breakout pending + 15m flat + 1h flat,
1774435572860,closed,WLFIUSDT,SHORT,short_exhaustion_retest,WLFIUSDT-SHORT-1774402200000-1,,WLFIUSDT-SHORT-1774402200000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/WLFIUSDT_SHORT_short_exhaustion_retest_closed_1774402200000.png,1h,15m,0.1033,0.1031,0.106193,0.100007,0.096914,EXPIRED | r=0.32 | max bars reached,
1774437681779,pending,FETUSDT,LONG,long_breakout_retest,,FETUSDT-LONG-1774437300000,FETUSDT-LONG-1774437300000,,/root/binance_bot_signals/review_snapshots/20260325/FETUSDT_LONG_long_breakout_retest_pending_1774437300000.png,1h,5m,0.2592,,,,,OI jump 2.47% + breakout pending + 15m up + 1h up,
1774438330552,pending,PIPPINUSDT,SHORT,short_exhaustion_retest,,PIPPINUSDT-SHORT-EXH-1774437300000,PIPPINUSDT-SHORT-EXH-1774437300000,,/root/binance_bot_signals/review_snapshots/20260325/PIPPINUSDT_SHORT_short_exhaustion_retest_pending_1774437300000.png,1h,15m,0.07455,,,,,1h exhaustion 33/35 + 15m breakdown 26/30 -> retest fail pending,
1774441880759,pending,VVVUSDT,SHORT,short_exhaustion_retest,,VVVUSDT-SHORT-EXH-1774440900000,VVVUSDT-SHORT-EXH-1774440900000,,/root/binance_bot_signals/review_snapshots/20260325/VVVUSDT_SHORT_short_exhaustion_retest_pending_1774440900000.png,1h,15m,6.625,,,,,1h exhaustion 31/35 + 15m breakdown 28/30 -> retest fail pending,
1774442824773,closed,XMRUSDT,SHORT,short_exhaustion_retest,XMRUSDT-SHORT-1774409400000-1,,XMRUSDT-SHORT-1774409400000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/XMRUSDT_SHORT_short_exhaustion_retest_closed_1774409400000.png,1h,15m,338.07,336.94,347.0482,326.8318,316.7236,EXPIRED | r=-0.44 | max bars reached,
1774445891497,pending,TAOUSDT,LONG,long_breakout_retest,,TAOUSDT-LONG-1774445400000,TAOUSDT-LONG-1774445400000,,/root/binance_bot_signals/review_snapshots/20260325/TAOUSDT_LONG_long_breakout_retest_pending_1774445400000.png,1h,5m,363.49,,,,,OI jump 2.06% + breakout pending + 15m up + 1h flat,
1774447360527,pending,DOTUSDT,SHORT,short_exhaustion_retest,,DOTUSDT-SHORT-EXH-1774446300000,DOTUSDT-SHORT-EXH-1774446300000,,/root/binance_bot_signals/review_snapshots/20260325/DOTUSDT_SHORT_short_exhaustion_retest_pending_1774446300000.png,1h,15m,1.377,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1774447551315,pending,LYNUSDT,LONG,long_breakout_retest,,LYNUSDT-LONG-1774447200000,LYNUSDT-LONG-1774447200000,,/root/binance_bot_signals/review_snapshots/20260325/LYNUSDT_LONG_long_breakout_retest_pending_1774447200000.png,1h,5m,0.06835,,,,,OI jump 2.07% + breakout pending + 15m flat + 1h flat,
1774448176379,pending,PUMPUSDT,SHORT,short_exhaustion_retest,,PUMPUSDT-SHORT-EXH-1774447200000,PUMPUSDT-SHORT-EXH-1774447200000,,/root/binance_bot_signals/review_snapshots/20260325/PUMPUSDT_SHORT_short_exhaustion_retest_pending_1774447200000.png,1h,15m,0.001863,,,,,1h exhaustion 35/35 + 15m breakdown 26/30 -> retest fail pending,
1774449127231,confirmed,DOTUSDT,SHORT,short_exhaustion_retest,DOTUSDT-SHORT-1774446300000-2,,DOTUSDT-SHORT-1774446300000-2,,/root/binance_bot_signals/review_snapshots/20260325/DOTUSDT_SHORT_short_exhaustion_retest_confirmed_1774446300000.png,1h,15m,1.377,1.369,1.41007,1.32793,1.2868600000000001,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774449454486,pending,BRUSDT,LONG,long_breakout_retest,,BRUSDT-LONG-1774449000000,BRUSDT-LONG-1774449000000,,/root/binance_bot_signals/review_snapshots/20260325/BRUSDT_LONG_long_breakout_retest_pending_1774449000000.png,1h,5m,0.15228,,,,,OI jump 3.06% + breakout pending + 15m up + 1h flat,
1774449926817,closed,DASHUSDT,SHORT,short_exhaustion_retest,DASHUSDT-SHORT-1774416600000-1,,DASHUSDT-SHORT-1774416600000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/DASHUSDT_SHORT_short_exhaustion_retest_closed_1774416600000.png,1h,15m,34.41,34.33,35.359899999999996,33.3001,32.2702,EXPIRED | r=0.17 | max bars reached,
1774450764971,pending,MUSDT,LONG,long_breakout_retest,,MUSDT-LONG-1774450200000,MUSDT-LONG-1774450200000,,/root/binance_bot_signals/review_snapshots/20260325/MUSDT_LONG_long_breakout_retest_pending_1774450200000.png,1h,5m,2.05,,,,,OI jump 7.18% + breakout pending + 15m up + 1h up,
1774451714072,pending,PENGUUSDT,SHORT,short_exhaustion_retest,,PENGUUSDT-SHORT-EXH-1774450800000,PENGUUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/PENGUUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.007325,,,,,1h exhaustion 33/35 + 15m breakdown 29/30 -> retest fail pending,
1774451720058,pending,XPLUSDT,SHORT,short_exhaustion_retest,,XPLUSDT-SHORT-EXH-1774450800000,XPLUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/XPLUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.0997,,,,,1h exhaustion 33/35 + 15m breakdown 25/30 -> retest fail pending,
1774451848604,closed,OPUSDT,SHORT,short_exhaustion_retest,OPUSDT-SHORT-1774418400000-2,,OPUSDT-SHORT-1774418400000-2,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/OPUSDT_SHORT_short_exhaustion_retest_closed_1774418400000.png,1h,15m,0.1132,0.1131,0.11649300000000001,0.109707,0.10631399999999999,EXPIRED | r=-0.41 | max bars reached,
1774451849925,closed,NEARUSDT,SHORT,short_exhaustion_retest,NEARUSDT-SHORT-1774418400000-3,,NEARUSDT-SHORT-1774418400000-3,EXPIRED,/root/binance_bot_signals/review_snapshots/20260325/NEARUSDT_SHORT_short_exhaustion_retest_closed_1774418400000.png,1h,15m,1.281,1.276,1.3142800000000001,1.23772,1.1994399999999998,EXPIRED | r=-0.44 | max bars reached,
1774451852475,pending,SOLUSDT,SHORT,short_exhaustion_retest,,SOLUSDT-SHORT-EXH-1774450800000,SOLUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/SOLUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,91.86,,,,,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail pending,
1774451856643,pending,DOGEUSDT,SHORT,short_exhaustion_retest,,DOGEUSDT-SHORT-EXH-1774450800000,DOGEUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/DOGEUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.09645,,,,,1h exhaustion 27/35 + 15m breakdown 30/30 -> retest fail pending,
1774451859852,pending,BNBUSDT,SHORT,short_exhaustion_retest,,BNBUSDT-SHORT-EXH-1774450800000,BNBUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/BNBUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,645.96,,,,,1h exhaustion 35/35 + 15m breakdown 26/30 -> retest fail pending,
1774451862564,pending,ADAUSDT,SHORT,short_exhaustion_retest,,ADAUSDT-SHORT-EXH-1774450800000,ADAUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/ADAUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.2714,,,,,1h exhaustion 23/35 + 15m breakdown 26/30 -> retest fail pending,
1774451863906,pending,SUIUSDT,SHORT,short_exhaustion_retest,,SUIUSDT-SHORT-EXH-1774450800000,SUIUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/SUIUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.9588,,,,,1h exhaustion 33/35 + 15m breakdown 28/30 -> retest fail pending,
1774451865652,pending,FETUSDT,SHORT,short_exhaustion_retest,,FETUSDT-SHORT-EXH-1774450800000,FETUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/FETUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.25,,,,,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail pending,
1774451867899,pending,AVAXUSDT,SHORT,short_exhaustion_retest,,AVAXUSDT-SHORT-EXH-1774450800000,AVAXUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/AVAXUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,9.667,,,,,1h exhaustion 27/35 + 15m breakdown 25/30 -> retest fail pending,
1774451873525,pending,PUMPUSDT,SHORT,short_exhaustion_retest,,PUMPUSDT-SHORT-EXH-1774450800000,PUMPUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/PUMPUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.001855,,,,,1h exhaustion 35/35 + 15m breakdown 29/30 -> retest fail pending,
1774451875284,pending,AAVEUSDT,SHORT,short_exhaustion_retest,,AAVEUSDT-SHORT-EXH-1774450800000,AAVEUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/AAVEUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,114.57,,,,,1h exhaustion 33/35 + 15m breakdown 25/30 -> retest fail pending,
1774451877507,pending,FARTCOINUSDT,SHORT,short_exhaustion_retest,,FARTCOINUSDT-SHORT-EXH-1774450800000,FARTCOINUSDT-SHORT-EXH-1774450800000,,/root/binance_bot_signals/review_snapshots/20260325/FARTCOINUSDT_SHORT_short_exhaustion_retest_pending_1774450800000.png,1h,15m,0.1929,,,,,1h exhaustion 23/35 + 15m breakdown 25/30 -> retest fail pending,
1774452188663,pending,BRUSDT,LONG,long_breakout_retest,,BRUSDT-LONG-1774451700000,BRUSDT-LONG-1774451700000,,/root/binance_bot_signals/review_snapshots/20260325/BRUSDT_LONG_long_breakout_retest_pending_1774451700000.png,1h,5m,0.15888,,,,,OI jump 3.43% + breakout pending + 15m flat + 1h flat,
1774452678653,pending,TRUMPUSDT,SHORT,short_exhaustion_retest,,TRUMPUSDT-SHORT-EXH-1774451700000,TRUMPUSDT-SHORT-EXH-1774451700000,,/root/binance_bot_signals/review_snapshots/20260325/TRUMPUSDT_SHORT_short_exhaustion_retest_pending_1774451700000.png,1h,15m,3.328,,,,,1h exhaustion 27/35 + 15m breakdown 25/30 -> retest fail pending,
1774453185538,pending,NAORISUSDT,LONG,long_breakout_retest,,NAORISUSDT-LONG-1774452600000,NAORISUSDT-LONG-1774452600000,,/root/binance_bot_signals/review_snapshots/20260325/NAORISUSDT_LONG_long_breakout_retest_pending_1774452600000.png,1h,5m,0.06107,,,,,OI jump 3.00% + breakout pending + 15m up + 1h flat,
1774453634568,confirmed,PUMPUSDT,SHORT,short_exhaustion_retest,PUMPUSDT-SHORT-1774450800000-2,,PUMPUSDT-SHORT-1774450800000-2,,/root/binance_bot_signals/review_snapshots/20260325/PUMPUSDT_SHORT_short_exhaustion_retest_confirmed_1774450800000.png,1h,15m,0.001855,0.001848,0.0019034400000000002,0.00179256,0.0017371199999999998,1h exhaustion 35/35 + 15m breakdown 29/30 -> retest fail retest fail + 15m retest 35/35,
1774453635883,confirmed,SOLUSDT,SHORT,short_exhaustion_retest,SOLUSDT-SHORT-1774450800000-2,,SOLUSDT-SHORT-1774450800000-2,,/root/binance_bot_signals/review_snapshots/20260325/SOLUSDT_SHORT_short_exhaustion_retest_confirmed_1774450800000.png,1h,15m,91.86,91.61,94.3583,88.8617,86.1134,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
1774453656682,pending,LTCUSDT,SHORT,short_exhaustion_retest,,LTCUSDT-SHORT-EXH-1774452600000,LTCUSDT-SHORT-EXH-1774452600000,,/root/binance_bot_signals/review_snapshots/20260325/LTCUSDT_SHORT_short_exhaustion_retest_pending_1774452600000.png,1h,15m,56.11,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1774453805460,pending,BRUSDT,LONG,long_breakout_retest,,BRUSDT-LONG-1774453500000,BRUSDT-LONG-1774453500000,,/root/binance_bot_signals/review_snapshots/20260325/BRUSDT_LONG_long_breakout_retest_pending_1774453500000.png,1h,5m,0.16388,,,,,OI jump 3.45% + breakout pending + 15m up + 1h flat,
1774455399347,confirmed,LTCUSDT,SHORT,short_exhaustion_retest,LTCUSDT-SHORT-1774452600000-2,,LTCUSDT-SHORT-1774452600000-2,,/root/binance_bot_signals/review_snapshots/20260325/LTCUSDT_SHORT_short_exhaustion_retest_confirmed_1774452600000.png,1h,15m,56.11,56.06,57.741800000000005,54.3782,52.6964,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774455721720,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774455300000,SIRENUSDT-LONG-1774455300000,,/root/binance_bot_signals/review_snapshots/20260325/SIRENUSDT_LONG_long_breakout_retest_pending_1774455300000.png,1h,5m,2.49715,,,,,OI jump 7.62% + breakout pending + 15m flat + 1h up,
1774457841868,pending,TRADOORUSDT,LONG,long_breakout_retest,,TRADOORUSDT-LONG-1774457400000,TRADOORUSDT-LONG-1774457400000,,/root/binance_bot_signals/review_snapshots/20260325/TRADOORUSDT_LONG_long_breakout_retest_pending_1774457400000.png,1h,5m,2.4,,,,,OI jump 2.15% + breakout pending + 15m flat + 1h flat,
1774458958987,pending,ZROUSDT,SHORT,short_exhaustion_retest,,ZROUSDT-SHORT-EXH-1774458000000,ZROUSDT-SHORT-EXH-1774458000000,,/root/binance_bot_signals/review_snapshots/20260325/ZROUSDT_SHORT_short_exhaustion_retest_pending_1774458000000.png,1h,15m,2.1706,,,,,1h exhaustion 23/35 + 15m breakdown 27/30 -> retest fail pending,
1774459885747,confirmed,ZROUSDT,SHORT,short_exhaustion_retest,ZROUSDT-SHORT-1774458000000-1,,ZROUSDT-SHORT-1774458000000-1,,/root/binance_bot_signals/review_snapshots/20260325/ZROUSDT_SHORT_short_exhaustion_retest_confirmed_1774458000000.png,1h,15m,2.1706,2.1592,2.223976,2.0944239999999996,2.0296479999999995,1h exhaustion 23/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
